id,document_text
549,"ПРИКАЗ №1195. О дисциплинарном взыскании за нарушение правил охраны труда. За работу на высоте без страховочного пояса, объявить выговор электромонтеру Соколову В.А. Лишить премии за текущий месяц."
550,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. инструментального цеха. Срочно требуется закупка 50 кг электродов марки УОНИ 13/55 для сварки ответственных конструкций станин. Остаток на складе — нулевой.
551,ПРИКАЗ №1201. О создании комиссии по проверке состояния систем пожаротушения в архиве предприятия. ПРИКАЗЫВАЮ: 1. Проверить работоспособность модулей порошкового пожаротушения. 2. Срок предоставления акта — 18.11.2023.
552,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. ОТК. Сообщаю о необходимости закупки комплекта мерных плиток (набор №1) для калибровки приборов в цехе №2. Старый набор имеет износ рабочих поверхностей выше нормы.
553,ИСХОДЯЩЕЕ ПИСЬМО №445/12. Руководителю ООО 'Электро-Стандарт'. Просим предоставить график проведения плановых испытаний высоковольтных кабелей на подстанции №3. Работы необходимо согласовать с графиком плавок цеха №1.
554,ПРИКАЗ №1205. О назначении ответственных за эксплуатацию дизельных погрузчиков на складе №4. Закрепить технику за водителями (список прилагается). Ответственным за ведение журналов назначить механика склада.
555,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. КБ. Прошу согласовать замену материала вал-шестерни с 40Х на 40ХН для повышения усталостной прочности изделия 'Привод-500'. Технические расчеты прилагаются.
556,"ПРИКАЗ №1210. О проведении внепланового инструктажа по правилам работы с переносными лестницами. В связи с падением рабочего в цехе №3, всем мастерам провести проверку состояния лестниц и стремянок до 15.11."
557,"ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ПромВент'. Просим направить инженера для диагностики системы аспирации в шлифовальном пролете. Мощность всасывания упала на 30%, что приводит к запыленности рабочих мест."
558,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. малярного участка. Срочно требуется закупка 100 кг порошковой краски (цвет RAL 5015) для окраски партии экспортных корпусов. Текущий остаток — 5 кг.
559,"ПРИКАЗ №1215. О введении в действие положения о кадровом резерве. Утвердить список сотрудников, рекомендованных к зачислению в резерв на должности начальников участков. Начать программу обучения с 01.12."
560,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №1. Прошу подготовить приказ о совмещении профессий для крановщика Соколова А.Б. (доп. работа — стропальщик) с выплатой надбавки в размере 15%.
561,"ПРИКАЗ №1220. О проведении инвентаризации инструмента на центральном складе. Создать комиссию в составе: бух. Иванова, нач. склада Петров, инженер Сидоров. Срок проведения — с 20.11 по 25.11."
562,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес страховой компании 'Гарант'. Направляем уточненную смету на ремонт кровли цеха №5, поврежденной в результате стихийного бедствия. Просим утвердить сумму страхового возмещения."
563,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить средства на приобретение 200 литров антифриза для системы охлаждения станков на открытой площадке. Замену необходимо произвести до морозов.
564,"ПРИКАЗ №1225. О порядке выдачи молока сотрудникам, занятым на работах с вредными условиями труда. Утвердить списки персонала литейного и гальванического цехов. Выдачу производить ежедневно на пунктах питания."
565,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. проектного отдела. Прошу обновить лицензии на ПО SolidWorks для 5 рабочих мест конструкторов. Текущий срок действия ключей истекает в конце текущего месяца.
566,ПРИКАЗ №1230. О назначении ответственного за исправное состояние стеллажного оборудования. Назначить завскладом металлопроката Соколову М.В. ответственной за проведение ежегодных испытаний стеллажей на нагрузку.
567,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Технологии'. Просим предоставить коммерческое предложение на вывоз и утилизацию люминесцентных ламп и отработанных аккумуляторов в 2024 году.
568,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От гл. механика. Требуется прокладка локальной сети к новому участку станков с ЧПУ в цехе №4 для обеспечения передачи управляющих программ с центрального сервера.
569,ПРИКАЗ №1235. О премировании за экономию материалов. По итогам квартала на заготовительном участке достигнуто снижение отходов листового проката на 8%. Выплатить бригаде премию согласно списку.
570,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От нач. охраны. Прошу обеспечить закупку 10 новых фонарей для дежурных смен на случай аварийного отключения освещения на территории завода.
571,ПРИКАЗ №1240. О порядке проведения работ с использованием автовышки. Запретить подъем персонала без использования предохранительных поясов и касок. Ответственность за контроль возложить на прораба участка.
572,"ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'РемМаш'. Просим сообщить о готовности нашего заказа (вал коленчатый, чертеж 12.004). Просрочка по договору составляет 10 дней. Требуем ускорить отгрузку."
573,"СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. энергетика. В связи с ремонтом на ТЭЦ, прошу согласовать снижение потребления мощности цехом №2 в период с 18:00 до 22:00 завтрашнего дня."
574,ПРИКАЗ №1245. О внедрении электронных путевых листов. С 01.12 перевести учет работы автотранспорта предприятия в систему 'Авто-Контроль'. Водителям получить идентификационные карты в ИТ-отделе.
575,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От менеджера по сбыту. Прошу подготовить договор на оказание услуг по пусконаладке оборудования для заказчика ООО 'СибПром'. ТЗ и сроки согласованы.
576,ПРИКАЗ №1250. О назначении комиссии по проверке состояния защитных заземлений. Провести замеры сопротивления контуров заземления во всех производственных корпусах до 01.12. Результаты занести в протоколы.
577,ИСХОДЯЩЕЕ ПИСЬМО. В адрес управления водоканала. Направляем пробы сточных вод после очистки на локальных сооружениях гальванического цеха. Анализ подтверждает соответствие ПДК.
578,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. инструментального цеха. Сообщаю о выходе из строя заточного станка. Требуется закупка алмазных кругов и замена шпиндельного узла. Ремонт силами цеха невозможен.
579,ПРИКАЗ №1255. О назначении комиссии по проверке санитарного состояния столовой. Проводить внеплановые проверки качества продуктов и соблюдения сроков хранения дважды в неделю. Результаты — директору по АХЧ.
580,СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела продаж. Прошу организовать профессиональную фотосъемку новой линейки токарных станков для размещения на официальном сайте и в соцсетях завода.
581,ПРИКАЗ №1260. О запрете использования открытых нагревательных приборов. Запретить эксплуатацию электроплиток и кипятильников в раздевалках и инструментальных кладовых. Нарушителей привлекать к ответственности.
582,"ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ГИБДД района. Просим согласовать временную схему движения транспорта на время ремонта железнодорожного переезда, ведущего к территории предприятия."
583,СЛУЖЕБНАЯ ЗАПИСКА. Директору по персоналу. От мастера мех. участка. Прошу рассмотреть кандидатуру токаря Иванова В.С. на получение 5-го разряда. Теоретический экзамен и пробная работа сданы успешно.
584,ПРИКАЗ №1265. Об организации дежурства сантехников в выходные дни. Утвердить график на ноябрь для предотвращения аварийных ситуаций в системе отопления. Ответственный — начальник службы эксплуатации.
585,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. склада подшипников. Срочно требуется закупка 500 кг ветоши. Текущие запасы полностью израсходованы при проведении генеральной уборки цехов №1 и №3.
586,ПРИКАЗ №1270. О проведении внутреннего аудита системы охраны труда. Проверить ведение журналов инструктажа на рабочих местах в сборочном цехе. Срок предоставления отчета — до конца текущей недели.
587,"ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'СпецТехСервис'. Направляем заявку на периодическую поверку контрольно-измерительных приборов (манометры, термометры) согласно приложенному перечню."
588,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера участка сборки. Довожу до сведения, что из-за брака литья (корпус насоса) выполнение заказа №88 задерживается на 4 рабочих дня. Прошу уведомить заказчика."
589,ПРИКАЗ №1275. О введении в эксплуатацию системы контроля доступа на склад ТМЦ. Выдачу ТМЦ производить только по электронным пропускам. Назначить ответственным за базу данных начальника службы безопасности.
590,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От механика цеха №5. Требуется закупка 10 литров гидравлического масла Shell Tellus S2 для обслуживания прессового оборудования. Текущий остаток — критический.
591,ПРИКАЗ №1280. О назначении комиссии по проверке состояния вентиляционных систем. Проверить эффективность работы вытяжек в сварочном цехе. В случае выявления засоров — произвести чистку силами подрядчика.
592,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес ООО 'Металл-Поставка'. Направляем претензию по факту поставки ржавого листового проката (марка ст3, 10 мм). Требуем составить акт о некондиционном товаре и заменить партию."
593,СЛУЖЕБНАЯ ЗАПИСКА. Директору по закупкам. От нач. участка термообработки. Прошу закупить 2 тонны технической соли для нужд котельной и участка химводоочистки. Срок поставки — до конца недели.
594,"ПРИКАЗ №1285. О порядке использования корпоративной сотовой связи. Утвердить лимиты расходов для ИТР. В случае превышения лимита более чем на 20%, сотрудник обязан предоставить обоснование в письменном виде."
595,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы охраны труда. От инженера по ТБ. При проверке в цехе №4 выявлено отсутствие защитного кожуха на заточном станке. Прошу принять меры по устранению нарушения.
596,ПРИКАЗ №1290. О проведении аттестации рабочих мест по условиям труда. Организовать замеры уровня вибрации на участках прессового оборудования. Срок исполнения — до 15.12. Ответственный — инж. по ОТ.
597,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю службы логистики АО 'Порт'. Просим уточнить график приема крупногабаритных грузов в декабре. Направляем габаритные чертежи изделий для согласования схемы погрузки.
598,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. отдела кадров. Прошу приобрести дополнительный модуль 'Подбор персонала' для системы 1С в целях автоматизации процесса обработки резюме.
599,ПРИКАЗ №1295. О дисциплинарном взыскании за прогул. Слесарю-сборщику Петрову И.А. объявить выговор за отсутствие на рабочем месте 10.11 без уважительной причины. Лишить премии за текущий месяц.
600,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроцеха. Срочно требуется закупка 20 светодиодных прожекторов для освещения территории склада готовой продукции в ночное время.
601,ПРИКАЗ №1301. О создании комиссии по проверке герметичности емкостей на складе ГСМ. ПРИКАЗЫВАЮ: 1. Провести визуальный осмотр сварных швов резервуаров РГС-25 до 20.11. 2. Главному энергетику обеспечить проверку систем заземления.
602,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. ОТК. Сообщаю о выявлении дефекта 'непровар' в партии опорных плит (чертеж 50.112). Прошу приостановить отгрузку и направить сварщиков на внеочередную аттестацию.
603,ИСХОДЯЩЕЕ ПИСЬМО №456/11. Руководителю ООО 'Сталь-Комплект'. Уведомляем о готовности принять партию двутавровой балки №24. Просим осуществить доставку на территорию склада металлов в сопровождении оригиналов сертификатов.
604,ПРИКАЗ №1305. О назначении ответственных за пожарную безопасность на участке термообработки. Назначить старшего термиста Ильина А.В. ответственным за исправное состояние противопожарных полотен и песочниц.
605,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. сборочного цеха. В процессе сборки обнаружено неудобство подвода смазки к узлу подшипника. Прошу перенести расположение пресс-масленки согласно эскизу.
606,ПРИКАЗ №1310. О проведении ежегодного инструктажа по правилам работы с сосудами под давлением. Всем операторам компрессорных установок и термистам пройти проверку знаний правил безопасной эксплуатации до 25.11.
607,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'СпецАвтоТранс'. Просим предоставить в аренду автокран грузоподъемностью 50 тонн для проведения монтажных работ на участке сборки крупногабаритных конструкций 28.11.
608,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. лаборатории. Требуется закупка 10 литров реактива (кислота азотная) для проведения травления шлифов и анализа макроструктуры стали. Текущий остаток — нулевой.
609,ПРИКАЗ №1315. О введении в действие регламента технического осмотра мостовых кранов перед сменой. Утвердить форму чек-листа осмотра. Крановщикам фиксировать состояние канатов и тормозов в журнале приема-передачи.
610,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №4. Прошу подготовить документы на премирование бригады №2 за досрочное выполнение государственного оборонного заказа и отсутствие брака в текущем месяце.
611,ПРИКАЗ №1320. О проведении инвентаризации драгоценных металлов в радиоэлектронном оборудовании. Создать комиссию для сверки паспортов станков с ЧПУ и наличия плат управления. Срок предоставления отчета — 15.12.
612,ИСХОДЯЩЕЕ ПИСЬМО. В адрес ТК 'Грузоперевозки'. Выставляем претензию по факту задержки подачи транспорта под погрузку на 4 часа. Требуем выплаты штрафа согласно пункту 4.2 договора оказания услуг.
613,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить денежные средства на оплату счета №99 за приобретение 100 метров кабеля КГ 4х10 для подключения передвижных сварочных агрегатов.
614,ПРИКАЗ №1325. О порядке выдачи смывающих и обезвреживающих средств. Утвердить нормы выдачи очищающей пасты для рук сотрудникам литейного и мех. цехов. Выдачу производить кладовщикам под роспись.
615,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. ПДО. Прошу обновить антивирусное ПО на рабочих станциях планово-диспетчерского бюро в связи с частыми системными сбоями при загрузке базы данных.
616,ПРИКАЗ №1330. О назначении ответственного за исправное состояние систем промышленной вентиляции. Назначить инженера-механика Котова Р.Д. ответственным за проверку эффективности вытяжек в сварочном цехе.
617,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Стандарт'. Просим провести инвентаризацию источников выбросов загрязняющих веществ в атмосферу на территории завода в связи с запуском новой линии порошковой окраски.
618,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От нач. охраны. Требуется ремонт системы оповещения на КПП-1. Громкоговорители работают с помехами, что затрудняет координацию действий персонала при заезде транспорта."
619,ПРИКАЗ №1335. О премировании за высокое качество продукции по итогам квартала. По результатам приемки ОТК цех №2 показал наименьший процент брака. Начислить коллективу премию в размере 15% от ФОТ.
620,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От мастера инструментального участка. Сообщаю о необходимости проверки работоспособности пожарных кранов в корпусе №4. Зафиксировано падение давления в сети.
621,ПРИКАЗ №1340. О порядке проведения работ на высоте с использованием страховочных привязей. Всем сотрудникам ремонтной группы пройти внеплановый инструктаж по правилам крепления страховочных строп.
622,ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'ПромСнаб'. Просим рассмотреть возможность изготовления запасных ножей для гильотины мод. НК3418 по нашим чертежам. Материал ножей — сталь 6ХВ2С.
623,СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. технолога. Информирую о переходе на новый тип СОЖ для станков Mazak. Прошу согласовать остановку оборудования на 4 часа для промывки систем.
624,ПРИКАЗ №1345. О внедрении системы контроля передвижения ТМЦ по заводу с использованием RFID-меток. Пилотный проект запустить на участке заготовок. Ответственным за установку считывателей назначить ИТ-отдел.
625,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От менеджера по продажам. Прошу проверить юридическую чистоту учредительных документов нового контрагента ООО 'МашТехСервис' перед заключением контракта.
626,ПРИКАЗ №1350. О создании комиссии по проверке технического состояния автотранспорта предприятия. Провести осмотр ходовой части и тормозных систем всех грузовых автомобилей. Срок — до конца недели.
627,ИСХОДЯЩЕЕ ПИСЬМО. В адрес городского управления архитектуры. Направляем заявку на согласование изменения фасада складского корпуса №3 в связи с установкой новых секционных ворот увеличенного размера.
628,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. участка энергоснабжения. Сообщаю о необходимости замены вводного автомата на 400А в щитовой цеха №5. Наблюдается перегрев контактов при полной нагрузке.
629,ПРИКАЗ №1355. О закреплении бензореза STIHL за аварийной бригадой. Ответственным за хранение и своевременную заправку инструмента топливной смесью назначить старшего мастера ремонтного участка.
630,СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела сбыта. Прошу подготовить список выставок промышленного оборудования на 2024 год для формирования бюджета на участие и подготовку экспонатов.
631,ПРИКАЗ №1360. Об усилении контроля за использованием СИЗ органов дыхания в литейном цехе. Проводить ежесменные проверки наличия респираторов у рабочих. Нарушителей отстранять от работы незамедлительно.
632,ИСХОДЯЩЕЕ ПИСЬМО. Поставщику метизов 'Болт-М'. Требуем произвести замену партии болтов М16х60 по причине несоответствия шага резьбы заявленному в счете. Просим прислать курьера для возврата товара.
633,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера мех. участка. Довожу до сведения, что изготовление валов задерживается из-за неисправности люнета. Ремонт планируется завершить в течение двух рабочих дней."
634,ПРИКАЗ №1365. О проведении тренировки по действиям персонала при обнаружении подозрительного предмета. 20.11 в 09:00 провести эвакуацию заводоуправления. Ответственный — начальник службы охраны.
635,СЛУЖЕБНАЯ ЗАПИСКА. Финансовому директору. От нач. ОМТС. Прошу утвердить оплату за 5 тонн формовочного песка. Поставка необходима для бесперебойной работы литейного участка в предстоящие выходные.
636,ПРИКАЗ №1370. О назначении комиссии по проверке состояния лестниц-стремянок в архиве. Проверить целостность ступеней и наличие резиновых подпятников. Неисправный инвентарь изъять из эксплуатации.
637,"ИСХОДЯЩЕЕ ПИСЬМО. В администрацию района. Просим согласовать проведение работ по обрезке деревьев вдоль линии электропередач, питающей завод, в целях предотвращения аварийных отключений."
638,"СЛУЖЕБНАЯ ЗАПИСКА. Главному технологу. От нач. инструментального цеха. Предлагаю приобрести твердосплавные пластины с покрытием TiAlN для обработки нержавеющей стали, что увеличит стойкость инструмента в 1.5 раза."
639,ПРИКАЗ №1375. О поощрении за рационализаторское предложение по снижению расхода газа. Выплатить инженеру Иванову К.В. премию в размере 10 000 рублей за модернизацию системы управления горелками печи.
640,СЛУЖЕБНАЯ ЗАПИСКА. Начальнику охраны. От завскладом ГСМ. Прошу разрешить въезд на территорию завода автомобиля-топливозаправщика (номер В777ВВ) в ночное время для слива дизельного топлива.
641,ПРИКАЗ №1380. О создании комиссии по аттестации рабочих мест по условиям труда. Организовать замеры уровня освещенности на рабочих столах инженеров-конструкторов и в цехах мехобработки. Срок — до 01.12.
642,"ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'ТехноТранс'. Просим предоставить расчет стоимости перевозки груза (масса 8 тонн, габариты 4х2.5х2 м) по маршруту Самара — Москва в тентованном полуприцепе."
643,СЛУЖЕБНАЯ ЗАПИСКА. В юридический отдел. От отдела снабжения. Прошу подготовить дополнительное соглашение к договору поставки инструмента о возможности оплаты товара по факту отгрузки.
644,"ПРИКАЗ №1385. О порядке выдачи зимней спецодежды сотрудникам охраны. Выдать теплые куртки и валенки персоналу, задействованному на наружных постах. Контроль возложить на начальника службы безопасности."
645,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От мастера цеха №1. Сообщаю о необходимости ремонта шпиндельного узла фрезерного станка (инв. №302). Наблюдается повышенное биение при работе торцевой фрезой.
646,ПРИКАЗ №1390. О назначении комиссии по поверке автомобильных и платформенных весов. Сформировать группу для сопровождения государственного поверителя и обеспечения грузами-эталонами 22.11.
647,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ВторЧерМет'. Направляем уведомление о готовности к сдаче партии стального лома (категория 5А) массой 10 тонн. Просим направить ломовоз на весовую завода 24.11.
648,"СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. бухгалтерии. Прошу настроить автоматическую блокировку доступа к системе 1С для сотрудников, находящихся в ежегодном отпуске, в целях безопасности данных."
649,"ПРИКАЗ №1395. О дисциплинарном взыскании за курение в производственном помещении. За нарушение правил пожарной безопасности в цехе №3, объявить строгий выговор слесарю Петрову И.И. без выплаты премии."
650,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроцеха. Срочно требуется закупка 20 штук светодиодных прожекторов мощностью 50Вт для замены вышедших из строя светильников наружного освещения периметра.
651,"ПРИКАЗ №1401. О создании комиссии по проверке состояния подкрановых путей в цехе №5. В связи с плановым осмотром Ростехнадзора, ПРИКАЗЫВАЮ: 1. Провести нивелировку путей до 15.11. 2. Главному механику подготовить паспорта на все ГПМ пролета."
652,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. метрологической службы. Сообщаю о необходимости закупки стандартных образцов для настройки ультразвукового дефектоскопа 'Пеленг'. Текущие образцы имеют недопустимый износ.
653,"ИСХОДЯЩЕЕ ПИСЬМО №512/12. Руководителю ООО 'Сталь-Снаб'. Уведомляем вас о нарушении сроков поставки калиброванного круга ст.45 по договору №78/23. Требуем осуществить отгрузку до 20.11, иначе будет начислена неустойка."
654,ПРИКАЗ №1405. О назначении ответственных за содержание систем вентиляции в малярном отделении. Назначить мастера участка Петрова А.В. ответственным за своевременную замену фильтров и чистку воздуховодов.
655,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. производства. При сборке опытного образца насоса НП-100 выявлено несовпадение отверстий на раме и корпусе. Прошу внести корректировки в КД (чертеж 405.01.12-СБ).
656,"ПРИКАЗ №1410. О проведении внепланового инструктажа по правилам работы на высоте. В связи с началом ремонта кровли, всем сотрудникам строительного участка пройти проверку знаний и получить наряды-допуска."
657,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ЭнергоСеть'. Просим согласовать увеличение разрешенной мощности для фидера №5 в связи с вводом в эксплуатацию новой печи термообработки мощностью 250 кВт.
658,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. инструментального склада. Требуется закупка 500 твердосплавных пластин марки CNMG 120408 для обеспечения работы участка станков с ЧПУ в декабре.
659,ПРИКАЗ №1415. О введении в действие инструкции по обращению с отработанными маслами. Утвердить порядок сбора и передачи на регенерацию масел. Ответственность за наличие тары возложить на мастеров цехов.
660,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №2. Прошу рассмотреть возможность премирования слесаря Иванова С.П. за оперативное устранение аварии на гидропрессе в ночную смену 12.11.
661,ПРИКАЗ №1420. О проведении инвентаризации драгметаллов в составе оборудования. Создать комиссию для проверки наличия серебросодержащих контактов и платиновых термопар в термических печах.
662,ИСХОДЯЩЕЕ ПИСЬМО. В адрес ТК 'Авто-Лидер'. Направляем претензию по факту порчи упаковки высокоточного станка при транспортировке. Требуем составить акт осмотра и компенсировать затраты на диагностику.
663,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. транспортного цеха. Прошу выделить средства на оплату дорожного налога и оформление диагностических карт для парка грузовых автомобилей (10 единиц).
664,"ПРИКАЗ №1425. О порядке выдачи спецодежды для новых сотрудников. Всем принятым на работу в ноябре выдать комплекты согласно нормам (костюм х/б, ботинки, каска). Контроль возложить на инженера по ОТ."
665,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. ПДО. Прошу установить дополнительный модуль 'Учет оснастки' в систему 1С для автоматизации списания режущего инструмента с подотчета мастеров.
666,ПРИКАЗ №1430. О назначении ответственного за пожарную безопасность на складе ГСМ. Назначить завскладом Сидорову Е.Н. ответственной за проверку исправности систем автоматического пожаротушения.
667,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Аудит'. Просим провести замеры уровня шума на границе санитарно-защитной зоны предприятия в связи с установкой новых компрессорных установок.
668,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От нач. охраны. Прошу произвести замену жестких дисков в видеорегистраторе на КПП №2. Текущий объем памяти не позволяет хранить архив записей более 3-х суток.
669,"ПРИКАЗ №1435. О поощрении за активное участие в субботнике. За добросовестный труд по благоустройству территории завода, объявить благодарность сотрудникам цеха №5 и выплатить премию."
670,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От мастера участка гальваники. Сообщаю о необходимости перезарядки огнетушителей ОУ-5 в количестве 8 штук. Срок очередной проверки истекает 25.11.
671,"ПРИКАЗ №1440. О порядке проведения сварочных работ на временных постах. Категорически запретить сварку вне цеха без наличия экрана, средств пожаротушения и оформления наряда-допуска."
